county,cases,fatalities
Anderson,2140,4
Andrews,225,4
Angelina,1405,14
Aransas,126,0
Archer,15,0
Armstrong,4,0
Atascosa,393,3
Austin,182,4
Bailey,132,3
Bandera,71,0
Bastrop,1190,12
Baylor,5,0
Bee,400,1
Bell,2990,18
Bexar,30319,322
Blanco,85,1
Borden,0,0
Bosque,103,0
Bowie,679,17
Brazoria,5443,38
Brazos,3688,43
Brewster,176,1
Briscoe,10,1
Brooks,76,1
Brown,311,16
Burleson,217,0
Burnet,397,7
Caldwell,997,7
Calhoun,393,3
Callahan,38,2
Cameron,7827,177
Camp,188,2
Carson,10,0
Cass,135,4
Castro,147,1
Chambers,812,5
Cherokee,647,2
Childress,20,0
Clay,25,0
Cochran,11,0
Coke,32,1
Coleman,9,0
Collin,5762,74
Collingsworth,6,0
Colorado,225,1
Comal,1539,45
Comanche,82,1
Concho,22,0
Cooke,172,0
Coryell,553,3
Cottle,7,1
Crane,65,10
Crockett,135,4
Crosby,46,3
Culberson,14,1
Dallam,173,2
Dallas,46013,604
Dawson,122,1
DeWitt,501,14
Deaf Smith,510,19
Delta,12,0
Denton,6043,49
Dickens,4,0
Dimmit,87,0
Donley,38,0
Duval,128,0
Eastland,39,0
Ector,1900,35
Edwards,22,0
El Paso,13240,224
Ellis,2268,21
Erath,355,1
Falls,103,0
Fannin,186,8
Fayette,281,5
Fisher,23,1
Floyd,65,4
Foard,2,0
Fort Bend,6530,90
Franklin,78,1
Freestone,129,0
Frio,425,2
Gaines,86,0
Galveston,8046,68
Garza,94,2
Gillespie,156,0
Glasscock,6,0
Goliad,68,1
Gonzales,569,6
Gray,150,4
Grayson,923,8
Gregg,1195,16
Grimes,800,2
Guadalupe,1519,6
Hale,1085,24
Hall,6,1
Hamilton,53,2
Hansford,47,2
Hardeman,11,0
Hardin,682,6
Harris,64113,636
Harrison,566,34
Hartley,81,2
Haskell,30,0
Hays,4133,24
Hemphill,34,0
Henderson,500,7
Hidalgo,15153,456
Hill,264,2
Hockley,160,4
Hood,308,5
Hopkins,154,0
Houston,236,0
Howard,126,3
Hudspeth,19,0
Hunt,948,8
Hutchinson,105,1
Irion,7,0
Jack,24,0
Jackson,202,1
Jasper,265,4
Jeff Davis,8,0
Jefferson,4895,57
Jim Hogg,48,0
Jim Wells,520,0
Johnson,1234,7
Jones,621,0
Karnes,206,0
Kaufman,1440,5
Kendall,137,0
Kenedy,4,0
Kent,2,0
Kerr,324,1
Kimble,13,0
King,0,0
Kinney,14,0
Kleberg,302,3
Knox,44,0
La Salle,351,0
Lamar,537,15
Lamb,175,7
Lampasas,71,0
Lavaca,545,1
Lee,143,3
Leon,128,1
Liberty,741,17
Limestone,144,2
Lipscomb,15,0
Live Oak,115,1
Llano,81,0
Loving,0,0
Lubbock,5014,68
Lynn,59,3
Madison,241,0
Marion,117,7
Martin,42,1
Mason,38,0
Matagorda,572,5
Maverick,1390,23
McCulloch,35,0
McLennan,3957,35
McMullen,7,0
Medina,546,8
Menard,16,0
Midland,1364,33
Milam,273,2
Mills,13,0
Mitchell,41,0
Montague,45,1
Montgomery,5597,53
Moore,978,15
Morris,79,0
Motley,4,0
Nacogdoches,875,37
Navarro,672,11
Newton,78,2
Nolan,122,2
Nueces,8127,137
Ochiltree,75,2
Oldham,12,1
Orange,827,8
Palo Pinto,142,2
Panola,257,24
Parker,824,2
Parmer,289,8
Pecos,193,1
Polk,601,1
Potter,3353,42
Presidio,35,0
Rains,37,1
Randall,1442,17
Reagan,51,5
Real,71,0
Red River,131,12
Reeves,106,2
Refugio,156,0
Roberts,6,0
Robertson,195,0
Rockwall,635,16
Runnels,78,2
Rusk,295,3
Sabine,37,2
San Augustine,147,12
San Jacinto,135,2
San Patricio,666,0
San Saba,19,0
Schleicher,33,1
Scurry,387,1
Shackelford,16,0
Shelby,350,14
Sherman,35,0
Smith,2106,13
Somervell,46,0
Starr,1637,22
Stephens,23,0
Sterling,0,0
Stonewall,4,0
Sutton,54,0
Swisher,72,1
Tarrant,25146,344
Taylor,1007,14
Terrell,2,0
Terry,86,0
Throckmorton,2,0
Titus,1077,6
Tom Green,1448,16
Travis,19401,241
Trinity,117,0
Tyler,102,1
Upshur,161,1
Upton,13,0
Uvalde,412,5
Val Verde,657,8
Van Zandt,297,4
Victoria,2870,27
Walker,2714,38
Waller,349,6
Ward,74,2
Washington,441,34
Webb,5042,99
Wharton,500,14
Wheeler,31,0
Wichita,808,9
Wilbarger,35,0
Willacy,567,4
Williamson,5246,92
Wilson,403,6
Winkler,65,0
Wise,272,5
Wood,241,6
Yoakum,63,1
Young,101,1
Zapata,123,1
Zavala,143,0
Total,381656,5038
Probable cases are not included in the total case numbers,NA,NA
